install_id,test_id,test_name,variant,variant_label,install_date,channel,device_os,cpi_zar,ltv_zar,retention_d1,retention_d7,retention_d30,booked_in_app
AB3_017320,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-12,Google UAC,android,27.55,1062.42,0.433,0.261,0.173,False
AB3_017321,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-26,Meta Ads,ios,22.12,2087.58,0.536,0.37,0.171,False
AB3_017322,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-22,TikTok Ads,ios,18.44,1468.67,0.406,0.266,0.218,False
AB3_017323,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-17,Meta Ads,android,16.89,3445.25,0.446,0.336,0.236,False
AB3_017324,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-25,Google UAC,android,23.68,2012.24,0.446,0.307,0.153,False
AB3_017325,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-13,Meta Ads,android,17.46,811.34,0.511,0.355,0.242,False
AB3_017326,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-10,Google UAC,android,19.47,1806.63,0.492,0.293,0.101,False
AB3_017327,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-06,Meta Ads,ios,20.39,3057.69,0.483,0.281,0.259,False
AB3_017328,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-02,Google UAC,ios,27.21,1841.66,0.43,0.241,0.175,False
AB3_017329,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-01,Google UAC,ios,23.57,2771.92,0.486,0.317,0.273,False
AB3_017330,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-03,Google UAC,android,32.6,2836.61,0.414,0.326,0.104,False
AB3_017331,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-02,TikTok Ads,android,22.84,2946.35,0.532,0.363,0.207,False
AB3_017332,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-23,Meta Ads,android,29.09,1331.34,0.422,0.236,0.184,False
AB3_017333,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-04,Google UAC,ios,12.75,2031.83,0.597,0.362,0.222,False
AB3_017334,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-13,TikTok Ads,ios,25.03,2305.24,0.545,0.294,0.2,False
AB3_017335,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-17,Meta Ads,ios,18.38,1503.82,0.49,0.284,0.243,False
AB3_017336,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-27,Meta Ads,android,25.0,2213.68,0.456,0.268,0.233,False
AB3_017337,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-30,Google UAC,android,24.19,2157.12,0.443,0.323,0.261,False
AB3_017338,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-19,TikTok Ads,android,27.76,926.65,0.504,0.252,0.171,False
AB3_017339,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-21,Google UAC,ios,20.98,2723.89,0.444,0.31,0.272,False
AB3_017340,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-11,Meta Ads,android,28.04,1135.59,0.404,0.359,0.138,False
AB3_017341,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-20,TikTok Ads,ios,21.32,2417.2,0.492,0.315,0.157,False
AB3_017342,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-05,Meta Ads,android,20.75,2491.8,0.492,0.369,0.219,False
AB3_017343,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-15,Meta Ads,ios,21.14,1937.68,0.589,0.337,0.299,False
AB3_017344,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-11,Meta Ads,android,21.27,1677.47,0.503,0.306,0.171,False
AB3_017345,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-26,Google UAC,android,14.03,1292.88,0.545,0.368,0.23,False
AB3_017346,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-02,Meta Ads,android,25.3,2143.62,0.363,0.33,0.121,False
AB3_017347,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-11,Google UAC,android,10.57,3177.39,0.459,0.466,0.248,False
AB3_017348,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-14,TikTok Ads,ios,24.54,1749.6,0.375,0.268,0.165,False
AB3_017349,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-29,Google UAC,ios,15.08,3296.73,0.449,0.343,0.169,False
AB3_017350,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-15,Meta Ads,ios,24.69,1504.62,0.487,0.275,0.134,False
AB3_017351,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-25,Meta Ads,android,19.84,1884.43,0.423,0.428,0.247,False
AB3_017352,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-27,TikTok Ads,android,19.03,1808.23,0.365,0.251,0.18,False
AB3_017353,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-07,Meta Ads,ios,24.72,1974.12,0.573,0.248,0.21,False
AB3_017354,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-05,Meta Ads,ios,20.99,1690.68,0.364,0.26,0.169,False
AB3_017355,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-23,Google UAC,ios,15.25,2563.07,0.462,0.383,0.266,False
AB3_017356,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-25,Meta Ads,android,23.57,906.39,0.388,0.294,0.162,False
AB3_017357,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-16,Google UAC,ios,21.88,2279.72,0.51,0.388,0.12,False
AB3_017358,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-13,Meta Ads,ios,27.55,1965.92,0.491,0.285,0.16,False
AB3_017359,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-17,Meta Ads,ios,26.91,1087.91,0.391,0.285,0.241,False
AB3_017360,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-16,Google UAC,android,26.25,2781.13,0.388,0.336,0.199,False
AB3_017361,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-16,Meta Ads,ios,16.8,1775.83,0.513,0.362,0.23,False
AB3_017362,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-15,Google UAC,ios,21.96,2322.92,0.542,0.328,0.172,False
AB3_017363,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-15,Google UAC,android,19.69,2249.9,0.486,0.377,0.239,False
AB3_017364,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-25,Meta Ads,ios,23.94,1521.81,0.485,0.27,0.179,False
AB3_017365,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-02,Google UAC,android,12.76,3141.7,0.494,0.303,0.231,False
AB3_017366,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-10,Meta Ads,ios,19.29,815.91,0.377,0.326,0.17,False
AB3_017367,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-14,Google UAC,android,21.05,1639.94,0.489,0.327,0.251,False
AB3_017368,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-18,Meta Ads,ios,25.25,2412.34,0.484,0.247,0.233,False
AB3_017369,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-03,Meta Ads,android,20.04,1607.6,0.553,0.404,0.211,False
AB3_017370,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-24,Meta Ads,android,28.83,1421.84,0.365,0.267,0.175,False
AB3_017371,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-11,Meta Ads,android,20.07,1847.68,0.409,0.298,0.279,False
AB3_017372,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-14,Google UAC,android,24.11,1682.34,0.331,0.205,0.107,False
AB3_017373,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-24,TikTok Ads,android,18.02,2974.26,0.496,0.298,0.266,False
AB3_017374,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-09,TikTok Ads,android,26.54,1808.69,0.356,0.243,0.181,False
AB3_017375,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-06,TikTok Ads,ios,18.15,3536.6,0.516,0.294,0.185,False
AB3_017376,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-14,Google UAC,android,25.55,3246.76,0.514,0.257,0.185,True
AB3_017377,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-24,Google UAC,android,16.87,2169.95,0.501,0.41,0.199,False
AB3_017378,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-31,Meta Ads,android,35.0,1342.86,0.386,0.333,0.211,False
AB3_017379,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-04,Google UAC,android,9.45,3232.51,0.533,0.339,0.227,False
AB3_017380,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-24,Google UAC,android,24.78,2178.04,0.405,0.309,0.15,False
AB3_017381,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-27,Meta Ads,android,26.54,1752.01,0.427,0.306,0.296,False
AB3_017382,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-26,Google UAC,ios,35.03,2040.66,0.411,0.228,0.14,False
AB3_017383,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-06,Google UAC,android,24.39,2109.8,0.547,0.313,0.215,False
AB3_017384,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-07,Google UAC,android,26.42,1853.31,0.395,0.333,0.169,False
AB3_017385,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-13,Meta Ads,android,15.82,2483.67,0.423,0.41,0.237,False
AB3_017386,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-14,TikTok Ads,ios,25.46,898.55,0.428,0.231,0.238,False
AB3_017387,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-04,Meta Ads,android,18.49,1647.07,0.422,0.357,0.272,False
AB3_017388,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Google UAC,ios,17.15,1606.53,0.364,0.282,0.197,False
AB3_017389,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-05,Google UAC,ios,15.0,1690.77,0.517,0.308,0.215,False
AB3_017390,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-14,TikTok Ads,android,15.57,1516.19,0.464,0.252,0.139,False
AB3_017391,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-03,Meta Ads,android,18.09,1816.79,0.475,0.35,0.277,False
AB3_017392,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-30,Meta Ads,android,25.66,2523.56,0.522,0.286,0.116,False
AB3_017393,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-30,Google UAC,android,22.88,3065.43,0.596,0.41,0.219,False
AB3_017394,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-13,Meta Ads,android,26.8,1371.08,0.316,0.261,0.153,False
AB3_017395,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-05,Meta Ads,ios,23.34,2031.0,0.494,0.393,0.257,False
AB3_017396,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-17,Google UAC,ios,20.44,1338.03,0.381,0.299,0.241,False
AB3_017397,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-24,Google UAC,android,20.67,1952.57,0.459,0.314,0.199,False
AB3_017398,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-20,Google UAC,ios,23.94,1746.21,0.388,0.247,0.174,False
AB3_017399,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-08,Meta Ads,android,26.29,1678.37,0.548,0.423,0.214,False
AB3_017400,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-23,TikTok Ads,android,28.37,2126.07,0.394,0.303,0.119,False
AB3_017401,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-09,Meta Ads,android,25.03,2587.73,0.495,0.425,0.235,False
AB3_017402,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-06,Google UAC,ios,24.29,2010.47,0.339,0.341,0.107,False
AB3_017403,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-16,Meta Ads,android,15.05,3730.04,0.532,0.362,0.29,False
AB3_017404,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-22,Google UAC,ios,27.08,2044.53,0.58,0.294,0.228,False
AB3_017405,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-04,Google UAC,ios,23.54,2112.29,0.535,0.326,0.184,True
AB3_017406,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-04,Meta Ads,android,18.56,2090.15,0.44,0.322,0.115,False
AB3_017407,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-22,Google UAC,android,15.47,1951.71,0.467,0.492,0.157,False
AB3_017408,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-08,Meta Ads,android,24.39,2591.19,0.475,0.252,0.221,False
AB3_017409,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-07,Google UAC,ios,23.35,3337.53,0.479,0.281,0.218,False
AB3_017410,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-31,Meta Ads,ios,28.77,1287.84,0.509,0.271,0.126,False
AB3_017411,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-18,Meta Ads,android,26.38,2383.69,0.542,0.279,0.28,False
AB3_017412,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-14,Google UAC,android,26.71,1917.54,0.489,0.25,0.155,False
AB3_017413,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-21,Meta Ads,android,25.95,1889.38,0.431,0.194,0.271,False
AB3_017414,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-17,Google UAC,ios,27.54,1660.37,0.324,0.206,0.238,False
AB3_017415,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-10,Meta Ads,android,16.16,2587.48,0.473,0.291,0.226,False
AB3_017416,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-18,TikTok Ads,android,23.16,1967.02,0.509,0.268,0.181,False
AB3_017417,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-05,Meta Ads,android,22.91,2337.62,0.484,0.264,0.191,False
AB3_017418,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-22,Meta Ads,ios,26.25,966.3,0.444,0.31,0.174,False
AB3_017419,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-06,Meta Ads,android,24.29,1399.83,0.485,0.357,0.284,False
AB3_017420,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-27,Meta Ads,ios,34.72,1887.34,0.429,0.25,0.182,False
AB3_017421,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-30,TikTok Ads,android,19.04,1913.58,0.437,0.353,0.238,False
AB3_017422,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-23,TikTok Ads,android,27.18,2017.28,0.45,0.296,0.219,False
AB3_017423,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-13,Google UAC,android,19.36,1990.67,0.537,0.341,0.164,False
AB3_017424,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-04,Meta Ads,android,16.0,2580.43,0.403,0.345,0.17,False
AB3_017425,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-14,Meta Ads,ios,18.45,1807.88,0.476,0.354,0.28,False
AB3_017426,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-07,Meta Ads,ios,19.91,2878.25,0.383,0.227,0.254,False
AB3_017427,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-31,Meta Ads,ios,17.82,2315.89,0.448,0.293,0.113,False
AB3_017428,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-06,Google UAC,ios,19.73,1548.65,0.401,0.268,0.184,False
AB3_017429,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-24,Meta Ads,ios,20.55,1562.61,0.46,0.406,0.279,False
AB3_017430,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-07,Meta Ads,ios,24.79,1655.73,0.411,0.241,0.163,False
AB3_017431,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-12,TikTok Ads,android,18.63,1980.12,0.497,0.376,0.244,False
AB3_017432,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-28,Meta Ads,android,20.42,2537.51,0.367,0.313,0.197,False
AB3_017433,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-13,TikTok Ads,android,26.68,2939.72,0.503,0.349,0.209,False
AB3_017434,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-27,Meta Ads,android,26.98,2375.62,0.379,0.267,0.253,False
AB3_017435,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-20,TikTok Ads,ios,11.33,1975.84,0.474,0.378,0.266,False
AB3_017436,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-23,Google UAC,android,27.64,1908.19,0.438,0.195,0.263,False
AB3_017437,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-01,Meta Ads,ios,17.85,1484.73,0.415,0.409,0.151,False
AB3_017438,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-27,Google UAC,android,26.1,1564.19,0.491,0.356,0.19,False
AB3_017439,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-28,Google UAC,android,21.59,3008.51,0.537,0.276,0.245,False
AB3_017440,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-22,Google UAC,android,28.21,2603.93,0.439,0.39,0.204,False
AB3_017441,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-03,Meta Ads,ios,21.47,2287.85,0.448,0.31,0.208,False
AB3_017442,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-28,Google UAC,android,25.23,783.72,0.38,0.269,0.189,False
AB3_017443,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-03,Meta Ads,android,18.07,1401.52,0.555,0.314,0.227,False
AB3_017444,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-18,Meta Ads,android,20.7,912.13,0.497,0.256,0.161,False
AB3_017445,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-02,Meta Ads,android,19.26,1342.85,0.447,0.406,0.193,False
AB3_017446,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-04,TikTok Ads,ios,23.34,1427.81,0.427,0.337,0.257,False
AB3_017447,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-28,Meta Ads,android,17.1,3370.49,0.542,0.368,0.211,False
AB3_017448,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-10,Google UAC,android,21.49,1582.75,0.411,0.245,0.143,False
AB3_017449,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-19,Meta Ads,android,13.98,1980.84,0.475,0.31,0.216,False
AB3_017450,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-30,Meta Ads,ios,30.07,2367.14,0.274,0.25,0.153,False
AB3_017451,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-01,Meta Ads,android,21.25,2673.06,0.474,0.385,0.273,False
AB3_017452,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-08,TikTok Ads,android,24.25,826.76,0.364,0.35,0.185,False
AB3_017453,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-17,Google UAC,ios,17.03,1885.71,0.499,0.368,0.166,False
AB3_017454,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-28,Google UAC,android,26.87,1980.66,0.487,0.234,0.227,False
AB3_017455,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-01,Meta Ads,android,24.27,2188.44,0.497,0.392,0.254,False
AB3_017456,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-19,TikTok Ads,android,22.95,2689.04,0.364,0.294,0.193,False
AB3_017457,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-28,Meta Ads,ios,19.7,905.63,0.56,0.327,0.262,False
AB3_017458,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-04,TikTok Ads,ios,23.14,2690.31,0.488,0.33,0.152,False
AB3_017459,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-23,TikTok Ads,android,18.31,2958.78,0.442,0.326,0.241,False
AB3_017460,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-04,Google UAC,android,30.33,2409.79,0.459,0.289,0.233,False
AB3_017461,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-26,Meta Ads,android,16.44,1856.31,0.535,0.371,0.222,False
AB3_017462,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-27,Google UAC,android,24.2,2149.17,0.672,0.308,0.17,False
AB3_017463,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-20,TikTok Ads,android,18.01,2527.58,0.519,0.272,0.248,False
AB3_017464,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-12,Google UAC,ios,25.32,1670.6,0.365,0.316,0.192,False
AB3_017465,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-27,Meta Ads,android,15.09,1518.6,0.485,0.303,0.228,False
AB3_017466,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-11,TikTok Ads,android,22.75,1977.73,0.413,0.179,0.224,False
AB3_017467,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-05,Meta Ads,android,18.97,3015.08,0.458,0.314,0.26,False
AB3_017468,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-19,Meta Ads,ios,20.86,1571.91,0.613,0.278,0.204,False
AB3_017469,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-29,Meta Ads,ios,20.65,2784.9,0.469,0.314,0.203,False
AB3_017470,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-13,Google UAC,android,21.03,1372.38,0.555,0.286,0.124,False
AB3_017471,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-10,TikTok Ads,ios,29.56,1419.07,0.432,0.196,0.136,False
AB3_017472,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-12,Meta Ads,android,27.99,2363.63,0.45,0.363,0.2,False
AB3_017473,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-25,Google UAC,android,15.16,2040.87,0.507,0.339,0.156,False
AB3_017474,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-17,Meta Ads,ios,21.78,1414.77,0.43,0.28,0.148,False
AB3_017475,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-24,Meta Ads,ios,17.4,2209.45,0.533,0.284,0.265,False
AB3_017476,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-16,Google UAC,android,24.26,942.89,0.391,0.289,0.205,False
AB3_017477,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-26,Google UAC,android,14.08,2571.01,0.454,0.329,0.229,False
AB3_017478,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-05,TikTok Ads,android,28.14,1678.45,0.466,0.289,0.199,False
AB3_017479,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-27,Google UAC,android,17.57,2010.21,0.53,0.352,0.181,False
AB3_017480,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-24,Meta Ads,android,23.59,1582.27,0.461,0.213,0.125,False
AB3_017481,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-11,Google UAC,android,13.7,1032.76,0.458,0.356,0.263,False
AB3_017482,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-01,Google UAC,android,24.44,1638.02,0.494,0.284,0.147,False
AB3_017483,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-08,Meta Ads,android,17.78,1981.61,0.609,0.333,0.257,False
AB3_017484,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-27,Meta Ads,android,21.17,2189.17,0.501,0.247,0.171,False
AB3_017485,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-21,Google UAC,android,14.76,3394.15,0.501,0.405,0.285,False
AB3_017486,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-05,Google UAC,android,21.33,1417.06,0.438,0.361,0.191,False
AB3_017487,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-03,Meta Ads,android,20.68,2047.69,0.562,0.329,0.277,False
AB3_017488,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-01,Google UAC,ios,22.42,1610.91,0.368,0.308,0.234,False
AB3_017489,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-15,Google UAC,ios,18.69,2711.38,0.504,0.332,0.147,False
AB3_017490,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,TikTok Ads,android,28.92,1059.07,0.47,0.246,0.212,False
AB3_017491,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-18,Meta Ads,ios,20.83,2460.48,0.569,0.384,0.243,False
AB3_017492,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-13,Meta Ads,android,25.61,90.02,0.458,0.364,0.192,False
AB3_017493,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-01,Meta Ads,android,14.83,681.48,0.479,0.266,0.253,False
AB3_017494,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-12,Meta Ads,android,16.49,2697.78,0.414,0.313,0.187,False
AB3_017495,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-02,TikTok Ads,android,16.31,1877.46,0.476,0.369,0.206,False
AB3_017496,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-02,Google UAC,ios,22.4,1422.74,0.371,0.28,0.192,False
AB3_017497,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-26,Google UAC,android,15.4,1453.02,0.518,0.296,0.202,False
AB3_017498,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-08,Meta Ads,android,21.05,1888.34,0.339,0.325,0.142,False
AB3_017499,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-12,TikTok Ads,ios,19.74,2177.86,0.512,0.276,0.245,False
AB3_017500,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-17,Meta Ads,android,27.34,1553.27,0.463,0.293,0.181,False
AB3_017501,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-14,Google UAC,android,17.02,2396.14,0.434,0.38,0.235,True
AB3_017502,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-03,Google UAC,android,20.5,1229.81,0.496,0.311,0.113,False
AB3_017503,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-30,Google UAC,ios,22.06,2251.17,0.493,0.33,0.218,False
AB3_017504,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-11,Meta Ads,android,29.57,2480.17,0.434,0.293,0.112,False
AB3_017505,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-15,Google UAC,android,12.92,2593.1,0.458,0.457,0.195,False
AB3_017506,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-30,Google UAC,android,28.46,1507.34,0.454,0.277,0.183,False
AB3_017507,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-23,Google UAC,android,17.03,1632.76,0.497,0.371,0.242,False
AB3_017508,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-30,Meta Ads,ios,25.75,2015.8,0.5,0.296,0.127,False
AB3_017509,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-20,Meta Ads,android,20.33,2344.36,0.397,0.307,0.233,False
AB3_017510,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-26,Meta Ads,ios,26.49,1775.8,0.41,0.329,0.245,False
AB3_017511,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-14,TikTok Ads,ios,19.0,1471.43,0.47,0.304,0.228,False
AB3_017512,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-14,Meta Ads,android,25.87,1845.36,0.458,0.274,0.132,False
